024	0.30102999566398114
03	0.30102999566398114
041	0.30102999566398114
062	0.30102999566398114
090	0.30102999566398114
10	0.30102999566398114
102	0.30102999566398114
11275	0.30102999566398114
1300	0.30102999566398114
132	0.30102999566398114
144585	0.30102999566398114
16161	0.30102999566398114
169355	0.30102999566398114
17215	0.30102999566398114
1752the	0.30102999566398114
18	0.30102999566398114
18481939	0.30102999566398114
1880s	0.30102999566398114
1900	0.30102999566398114
1908	0.30102999566398114
19350	0.30102999566398114
1956	0.30102999566398114
1960	0.30102999566398114
1970	0.30102999566398114
1976	0.30102999566398114
1985	0.30102999566398114
1991	0.30102999566398114
19980	0.30102999566398114
20	0.30102999566398114
2005	0.0
2007	0.30102999566398114
2009artificial	0.30102999566398114
2029	0.30102999566398114
205	0.30102999566398114
215	0.30102999566398114
22	0.30102999566398114
2500	0.30102999566398114
25the	0.30102999566398114
29125	0.30102999566398114
2jpgthumbright200pxthe	0.30102999566398114
3	0.0
30jpg350pxthumbtopio	0.30102999566398114
3325	0.30102999566398114
360	0.30102999566398114
38	0.30102999566398114
40	0.30102999566398114
43	0.30102999566398114
4drcs	0.30102999566398114
5000am	0.30102999566398114
539160	0.30102999566398114
59	0.30102999566398114
61	0.30102999566398114
661265	0.30102999566398114
7	0.30102999566398114
70986	0.30102999566398114
73022	0.30102999566398114
7999	0.30102999566398114
84505	0.30102999566398114
90s	0.30102999566398114
abandoned	0.30102999566398114
ability	0.30102999566398114
about	0.0
abundances	0.30102999566398114
access	0.30102999566398114
according	0.0
achievement	0.30102999566398114
acting	0.30102999566398114
acts	0.0
add	0.30102999566398114
address	0.30102999566398114
adhoc	0.30102999566398114
adopt	0.30102999566398114
advantages	0.30102999566398114
affects	0.30102999566398114
after	0.0
agent	0.30102999566398114
agreed	0.30102999566398114
ai	0.30102999566398114
aidreyfus	0.30102999566398114
air	0.30102999566398114
airports	0.30102999566398114
akin	0.30102999566398114
albeit	0.30102999566398114
albertaalbertas	0.30102999566398114
albertapaleontologyfilepachyrhinosaurus	0.30102999566398114
albus	0.30102999566398114
alexandra	0.30102999566398114
algorithmic	0.30102999566398114
aljazari	0.30102999566398114
allowed	0.0
almost	0.0
alreadysolved	0.30102999566398114
alvey	0.30102999566398114
amendment	0.30102999566398114
americas	0.30102999566398114
amounts	0.30102999566398114
an	0.0
analytical	0.30102999566398114
and	0.0
animal	0.30102999566398114
annealing	0.30102999566398114
another	0.30102999566398114
anthropomorphic	0.30102999566398114
anything	0.30102999566398114
appeared	0.30102999566398114
application	0.30102999566398114
approach	0.30102999566398114
approximately	0.30102999566398114
architectures	0.30102999566398114
archiveselecting	0.30102999566398114
area	0.0
argue	0.30102999566398114
arguments	0.30102999566398114
arrival	0.30102999566398114
art	0.0
arts	0.30102999566398114
aspect	0.30102999566398114
assembly	0.30102999566398114
assess	0.30102999566398114
associates	0.30102999566398114
astonishing	0.30102999566398114
athabasca	0.30102999566398114
atomic	0.30102999566398114
attempts	0.30102999566398114
attentiondeduction	0.30102999566398114
attractor	0.30102999566398114
authoritiespublic	0.30102999566398114
automation	0.30102999566398114
available	0.30102999566398114
averaging	0.30102999566398114
back	0.0
bad	0.30102999566398114
bank	0.30102999566398114
base	0.30102999566398114
basin	0.30102999566398114
bay	0.30102999566398114
bean	0.30102999566398114
beat	0.30102999566398114
become	0.30102999566398114
bee	0.30102999566398114
been	0.0
beganin	0.30102999566398114
begins	0.30102999566398114
being	0.0
believe	0.30102999566398114
belonging	0.30102999566398114
belts	0.30102999566398114
better	0.30102999566398114
bibtex	0.30102999566398114
binomial	0.30102999566398114
birch	0.30102999566398114
birthdate	0.30102999566398114
bitumen	0.30102999566398114
blind	0.30102999566398114
blue	0.30102999566398114
bobcat	0.30102999566398114
bodymotion	0.30102999566398114
bookman	0.30102999566398114
boreal	0.30102999566398114
bottomup	0.30102999566398114
bounded	0.30102999566398114
brainthe	0.30102999566398114
break	0.30102999566398114
bright	0.30102999566398114
british	0.0
brooks	0.0
budget	0.30102999566398114
built	0.0
busiest	0.30102999566398114
c	0.30102999566398114
calculate	0.30102999566398114
calgaryedmonton	0.30102999566398114
call	0.30102999566398114
came	0.0
